equipamento,endereco,tipo_posto,id_tipo_posto,id_distrito,distrito,id_crs,crs,data_hora,indice_fila,status_fila,coronavac,astrazeneca,pfizer,intercambialidade,janssen,influenza,pfizer_ped,corona_ped,id_tb_unidades
UBS JARDIM CIDADE PIRITUBA,"R. COM. FEIZ ZARZUR (FRENTE À R.DOMINGOS MOREIRA), 640 - JD CID. PIRITUBA - CEP: 02942-000 - Tel: 3971-0525/ 3974-8210",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 18:48:38.540,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,248
UBS MOINHO VELHO,"PRAÇA DOMINGOS COELHO, 5 - VL PEREIRA CERCA - CEP: 02933-180 - Tel: 3976-7601/ 3992-2370",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 18:49:23.810,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,249
UBS VILA MAGGI,"R. CONDE MONTERONE, 40 - JD DOS CUNHAS - CEP: 02982- 190 - Tel: 3972-1435/ 3972-9389",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 18:51:40.277,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,250
UBS VILA ZATT,"R. MONSENHOR MANUEL GOMES, 77 - PIRITUBA - CEP: 02975- 120 - Tel: 3975-2116",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 18:44:18.733,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,252
PARQUE DA JUVENTUDE,"Avenida Cruzeiro do Sul, 2630",PARQUES,5,50,Santana,3,NORTE,2022-08-21 16:50:35.633,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1599
SAE DST/AIDS SANTANA - MARCOS LUTEMBERG," R. DR. Luiz Lustosa da Silva, 339 - CEP 2406040 - Tel 2950-9217",POSTO FIXO,1,50,Santana,3,NORTE,2022-08-22 16:45:57.357,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,490
UBS CHORA MENINO,"R. COPACABANA, 185 - SANTA TEREZINHA - CEP: 02461-000 - Tel: 2950-1451/ 2281-8786",POSTO FIXO,1,50,Santana,3,NORTE,2022-08-22 18:43:26.400,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,253
AMA/UBS INTEGRADA ANHANGUERA,"R. MARCELA ALVES DE CASSIA, 175 - JD JARAGUÁ - CEP: 05158-400 - Tel: 3904-8999/ 3906-8408",POSTO FIXO,1,51,São Domingos,3,NORTE,2022-08-22 18:52:52.267,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,255
AMA/UBS INTEGRADA PARQUE MARIA DOMITILA,"AV. DO ANASTÁCIO (ESQ. RUA WILLIS ROBERTO BANKS), 2421 - PQ MARIA DOMITILA - CEP: 05119-000 - Tel: 3903-5572/ 3902- 2303",POSTO FIXO,1,51,São Domingos,3,NORTE,2022-08-22 18:55:30.500,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,256
UBS SANTO ELIAS,"R. FABIO DE ALMEIDA MAGALHÃES, 494 - JD SANTO ELIAS - CEP: 05135-370 - Tel: 3973-8620/ 3904-0016",POSTO FIXO,1,51,São Domingos,3,NORTE,2022-08-22 18:46:41.873,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,257
AMA/UBS INTEGRADA JARDIM JOAMAR,"R. ADAUTO BEZERRA DELGADO, 230 - JD JOAMAR - CEP: 02320-110 - Tel: 2994-3734/ 2204-8387",POSTO FIXO,1,52,Tremembé,3,NORTE,2022-08-22 18:41:07.073,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,259
UBS DONA MARIQUINHA SCIASCIA,"R. DR JOSÉ VICENTE, 39 - TREMEMBÉ - CEP: 02370-080 - Tel: 2203-2489/ 2203-0063",POSTO FIXO,1,52,Tremembé,3,NORTE,2022-08-22 18:52:06.373,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,260
UBS JARDIM APUANA,"R. HUM (REF.:R.FILHOS DA TERRA), 19 - JD FILHOS DA TERRA - CEP: 02325-530 - Tel: 2243-4469/ 2240-5277",POSTO FIXO,1,52,Tremembé,3,NORTE,2022-08-22 16:46:49.797,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,261
UBS JARDIM DAS PEDRAS,"R. CLÓVIS SALGADO, 220 - JD DAS PEDRAS - CEP: 02267-020 - Tel: 2992-2313/ 2992-2494",POSTO FIXO,1,52,Tremembé,3,NORTE,2022-08-22 17:07:49.187,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,262
UBS JARDIM FLOR DE MAIO,"AV. NOVA PAULISTA, 561 - JD FLOR DE MAIO - CEP: 02363-000 - Tel: 2995-6006/ 3598-4150",POSTO FIXO,1,52,Tremembé,3,NORTE,2022-08-22 16:54:54.080,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,263
UBS JARDIM FONTALIS,"R. MOTA, 05 - JARDIM MARTINS SILVA - CEP: 02323035 - Tel: 2206-8671/ 2993-8711",POSTO FIXO,1,52,Tremembé,3,NORTE,2022-08-22 18:50:14.767,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,264
UBS VILA ALBERTINA - DR OSVALDO MARÇAL,"R. ANTONIO JOAQUIM DE OLIVEIRA, 224 - VL ESMERALDA - CEP: 02356-020 - Tel: 2204-9986/ 2204-5773",POSTO FIXO,1,52,Tremembé,3,NORTE,2022-08-22 18:48:54.463,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,265
AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA,"R. PAULO CESAR, 60 - TREMEMBÉ - CEP: 02311-240 - Tel: 2203- 8992/ 2952-0679",POSTO FIXO,1,53,Tucuruvi,3,NORTE,2022-08-22 18:45:34.223,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,266
UBS CONJUNTO DO IPESP,"AV. PROFª. VIRGILIA RODRIGUES A. C. PINTO, 555 - LEONOR MENDES DE BARROS - CEP: 02346-000 - Tel: 2203-0111/ 2262- 3478",POSTO FIXO,1,53,Tucuruvi,3,NORTE,2022-08-22 18:52:02.247,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,267
UBS VILA LEONOR,"AV. ANGELINA, 770 - VL LEONOR - CEP: 02077-000 - Tel: 3478- 6300/ 3478-6314",POSTO FIXO,1,54,Vila Guilherme,3,NORTE,2022-08-22 18:54:20.167,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,272
UBS ALTO DE PINHEIROS,"AV. QUEIROZ FILHO, 313 - ALTO DE PINHEIROS - CEP: 05319- 000 - Tel: 3023-4588/ 3022-7074",POSTO FIXO,1,57,Alto de Pinheiros,4,OESTE,2022-08-22 18:54:53.200,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,282
UBS JARDIM EDITE - GERONCIO HENRIQUE NETO,"R. CHARLES COULOMB, 80 - CIDADE MONÇÕES - CEP: 04576- 030 - Tel: 4329-8860/ 4329-8861",POSTO FIXO,1,59,Itaim Bibi,4,OESTE,2022-08-22 18:51:09.913,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,286
UBS MENINÓPOLIS - DR. MARIO FRANCISCO NAPOLITANO,"R. OSCAR GOMES CARDIM, 128/142 - BROOKLIN NOVO - CEP: 04580-040 - Tel: 5096-1058/ 5535-8839",POSTO FIXO,1,59,Itaim Bibi,4,OESTE,2022-08-22 18:50:10.830,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,287
AMA/UBS INTEGRADA VILA PIAUÍ,"PRAÇA CAMILO CASTELO BRANCO, 10 - VL PIAUÍ - CEP: 05109- 270 - Tel: 3621-4508/ 3621-6964",POSTO FIXO,1,60,Jaguara,4,OESTE,2022-08-22 18:52:26.610,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,288
UBS VILA JAGUARA,"R. PAÚVA, 721 - VL JAGUARA - CEP: 05116-001 - Tel: 3625-1775/ 3621-4440",POSTO FIXO,1,60,Jaguara,4,OESTE,2022-08-22 18:55:44.613,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,289
SAE LAPA,"R. Tomé de Souza, 30 - Lapa ",POSTO FIXO,1,62,Lapa,4,OESTE,2022-08-22 17:05:23.580,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1548
UBS REAL PARQUE - DR. PAULO MANGABEIRA ALBERNAZ FILHO,"R. BARÃO DE MELGAÇO, 339 - REAL PARQUE - CEP: 05684-030 - Tel: 3758-2329/ 3758-2133",POSTO FIXO,1,63,Morumbi,4,OESTE,2022-08-22 18:40:25.100,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,294
UBS VILA ANGLO - DR. JOSÉ SERRA RIBEIRO,"R. PALESTRA ITÁLIA, 165 - VL POMPÉIA - CEP: 05005-001 - Tel: 3672-8401/ 3801-1547",POSTO FIXO,1,64,Perdizes,4,OESTE,2022-08-22 18:51:34.930,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,296
UBS DR. MANOEL JOAQUIM PÊRA,"R. PURPURINA, 280 - VL MADALENA - CEP: 05435-030 - Tel: 3032-9891/ 3813-1030",POSTO FIXO,1,65,Pinheiros,4,OESTE,2022-08-22 18:46:36.967,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,297
AMA/UBS INTEGRADA JARDIM SÃO JORGE - DR. PAULO EDUARDO ELIAS,"R. ANGELO APARECIDO DOS SANTOS DIAS, 331 - JD SÃO JORGE - CEP: 05568-090 - Tel: 3781-3817/ 3781-3816",POSTO FIXO,1,66,Raposo Tavares,4,OESTE,2022-08-22 18:42:47.113,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,298
AMA/UBS INTEGRADA PAULO VI,"AV. VATICANO, 69 - JD JOAO XXIII - CEP: 05569-120 - Tel: 3782- 0838/ 3782-8595",POSTO FIXO,1,66,Raposo Tavares,4,OESTE,2022-08-22 18:40:04.710,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,299
UBS JARDIM BOA VISTA,"R. CANDIDO FONTOURA, 620 - JD BOA VISTA - CEP: 05583-070 - Tel: 3782-8380/ 3782-8371",POSTO FIXO,1,66,Raposo Tavares,4,OESTE,2022-08-22 18:46:13.993,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,300
UBS VILA BORGES,"R. JACINTO DE MORAES, 22 - JD CLAUDIA - CEP: 05546-040 - Tel: 3782-4739/ 3782-4908",POSTO FIXO,1,66,Raposo Tavares,4,OESTE,2022-08-20 16:44:50.337,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,301
SAE BUTANTA,"AV. Corifeu de Azevedo Marques, 3596 - Butantã",POSTO FIXO,1,67,Rio Pequeno,4,OESTE,2022-08-22 17:06:58.680,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1549
UBS JARDIM DABRIL,"R. PAULO MARANHÃO, 444 - JD DABRIL - CEP: 05398-130 - Tel: 3782-1687/ 3782-4742",POSTO FIXO,1,67,Rio Pequeno,4,OESTE,2022-08-22 18:42:31.613,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,302
UBS SÃO REMO,"R. BALTAZAR RABELO, 167 - RIO PEQUENO - CEP: 05360-170 - Tel: 3768-2217/ 3768-2202",POSTO FIXO,1,67,Rio Pequeno,4,OESTE,2022-08-22 18:40:18.740,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,305
UBS JARDIM COLOMBO,"R. FREI BONIFACIO DUX, 40 - JARDIM COLOMBO - CEP: 05629- 000 - Tel: 3768-2809/ 3744-2982",POSTO FIXO,1,69,Vila Sônia,4,OESTE,2022-08-22 18:42:42.723,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,309
UBS JARDIM JAQUELINE,"R. BONIFÁCIO VERONESE, 10 - JD JAQUELINE - CEP: 05529-060 - Tel: 3751-1665/ 3751-4285",POSTO FIXO,1,69,Vila Sônia,4,OESTE,2022-08-22 18:45:25.147,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,310
UBS JARDIM AEROPORTO - DR. MASSAKI UDIHARA,"R. VIAZA, 45 - CAMPO BELO - CEP: 04633-050 - Tel: 5542-9672/ 5532-1152",POSTO FIXO,1,70,Campo Belo,5,SUL,2022-08-22 18:50:41.677,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,311
UBS VILA ARRIETE-DECIO PACHECO PEDROSO,"R. JULIETA DE ARAUJO ALMEIDA, 44 - JD ARAUJO ALMEIDA ARRIETE - CEP: 04445-010 - Tel: 5611-4046",POSTO FIXO,1,71,Campo Grande,5,SUL,2022-08-22 17:01:15.460,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,313
UBS JARDIM HELGA,"R. THOMAS DE ARAUJO, 53 - JD HELGA - CEP: 05794-380 - Tel: 5842-2956/ 5842-2399",POSTO FIXO,1,72,Campo Limpo,5,SUL,2022-08-22 17:01:55.887,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,317
UBS PARQUE ARARIBA,"R. FRANCISCO SOARES, 81 - JD INGÁ - CEP: 05774-300 - Tel: 5511-5573/ 5816-5540",POSTO FIXO,1,72,Campo Limpo,5,SUL,2022-08-22 18:55:23.830,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,320
UBS JARDIM GERMANIA,"R. JOÃO FUGULIM, 338 - JD GERMANIA - CEP: 05849-340 - Tel: 5511-1761/ 5816-2622",POSTO FIXO,1,73,Capão Redondo,5,SUL,2022-08-22 17:01:27.057,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,325
UBS JARDIM MACEDÔNIA,"R. SORIANO DE ALBUQUERQUE, 77 - JD MACEDONIA - CEP: 05894-440 - Tel: 5824-7707/ 5823-6158",POSTO FIXO,1,73,Capão Redondo,5,SUL,2022-08-22 18:49:40.077,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,327
UBS JARDIM MARACÁ,"R. FERES BECHARA, 506 - JD MARACA - CEP: 05867-390 - Tel: 5874-4720/ 5874-4721",POSTO FIXO,1,73,Capão Redondo,5,SUL,2022-08-22 18:55:25.313,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,329
UBS JARDIM SÃO BENTO,"R. JOÃO ROBALO, 64 - JD SÃO BENTO - CEP: 05881-000 - Tel: 5873-2681/ 5874-6115",POSTO FIXO,1,73,Capão Redondo,5,SUL,2022-08-22 18:55:39.330,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,330
UBS LUAR DO SERTÃO,"R. LUAR DO SERTÃO, 980 - CHÁCARA STA. MARIA - CEP: 05879- 450 - Tel: 5871-9484",POSTO FIXO,1,73,Capão Redondo,5,SUL,2022-08-22 18:50:04.283,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,332
MEGA POSTO PETZ,"AV. SEN. TEOTONIO VILELA, 4482 - VILA SÃO JOSÉ -  S.PAULO - 04864-001",MEGAPOSTO,3,75,Cidade Dutra,5,SUL,2022-08-22 16:51:11.900,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,535
SAE DST / AIDS CIDADE DUTRA,"RUA CRISTINA VASCONCELOS CECCATO, 109 - CIDADE DUTRA",POSTO FIXO,1,75,Cidade Dutra,5,SUL,2022-08-22 17:19:55.163,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,543
UBS AUTÓDROMO-DR FAUZER SIMÃO ABRÃO,"R. OSWALDO DINIZ, 51 - JARDIM SATELITE - CEP: 04815-330 - Tel: 5923-4050/ 5925-4362",POSTO FIXO,1,75,Cidade Dutra,5,SUL,2022-08-22 18:16:34.180,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,348
UBS DR. SÉRGIO CHADDAD,"AV. CARLOS OBERHUBER, 659 - VL SÃO JOSE - CEP: 04836- 130 - Tel: 5924-3636/ 5928-9529",POSTO FIXO,1,75,Cidade Dutra,5,SUL,2022-08-22 18:50:32.457,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,349
UBS JARDIM CLIPER,"RUA DR CARLOS PEZZOLO, S/N - JARDIM ESMERALDA - CEP: 04828070 - Tel: 5928-5703/ 5971-2532",POSTO FIXO,1,75,Cidade Dutra,5,SUL,2022-08-22 18:55:02.547,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,350
UBS JORDANÓPOLIS,"R. JANGADA NOVA, 75 - JORDANOPOLIS - CEP: 04830200 - Tel: 5973-6400",POSTO FIXO,1,75,Cidade Dutra,5,SUL,2022-08-22 17:04:27.963,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,353
AMA/UBS INTEGRADA VILA MORAES - DR. JOÃO PAULO BOTELHO VIEIRA,"R. GIOVANNI DI BALDUCCIO, 250 - VL MORAES - CEP: 04170- 000 - Tel: 5058-0891/ 5058-0891",POSTO FIXO,1,76,Cursino,5,SUL,2022-08-22 18:50:34.613,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,354
UBS ÁGUA FUNDA,"R. ROSA DE MORAES, 91 - VL ÁGUA FUNDA - CEP: 04155-000 - Tel: 5073-6253/ 5058-5007",POSTO FIXO,1,76,Cursino,5,SUL,2022-08-22 18:45:45.210,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,355
UBS JARDIM DA SAÚDE - NEUSA ROSALIA MORALES,"R. DOMINGOS DE ROGATIS, 187 - JD DA SAUDE - CEP: 04290- 080 - Tel: 5062-9586/ 5062-9317",POSTO FIXO,1,76,Cursino,5,SUL,2022-08-22 18:50:08.627,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,356
UBS PROF JANDIRA MASSUR - VL GUMERCINDO,"R. DOM LUCIO DE SOUZA, 372 - VL GUMERCINDO - CEP: 04129- 040 - Tel: 5062-7232/ 5061-5315",POSTO FIXO,1,76,Cursino,5,SUL,2022-08-22 18:51:50.997,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,357
UBS ALCINA PIMENTEL PIZA,"ESTRADA DE ITAQUAQUECETUBA, 8855 - ILHA DO BORORÉ - CEP: 04846-010 - Tel: 5974-2289/ 5974-9764",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 16:50:28.880,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,360
UBS CHACARA DO SOL,"R. JOÃO CARLOS DE OLIVEIRA, 3 - CHACARA DO SOL - CEP: 04855-515 - Tel: 5931-4151",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 15:59:48.040,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,364
UBS CHACARA SANTO AMARO,"R. LUIZ CARLOS DE ALMEIDA, 51 - CHACARA SANTO AMARO - CEP: 04875-120 - Tel: 5974-9922/ 5974-2486",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 15:59:43.727,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,365
UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE,"R. FELINTO MILANEZ, 26 - PQ RESIDENCIAL COCAIA - CEP: 04849-040 - Tel: 5931-0209/ 5931-4766",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 18:51:46.853,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,371
UBS SHANGRILA/ELLUS,"R. SEM NOME, 16 - JD SHANGRILA - CEP: 04852032 - Tel: 59322180",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 17:08:09.983,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,372
AMA/UBS INTEGRADA SÃO VICENTE DE PAULA,"R. VICENTE DA COSTA, 289 - IPIRANGA - CEP: 04266-050 - Tel: 2273-4592/ 2063-2362",POSTO FIXO,1,78,Ipiranga,5,SUL,2022-08-22 18:47:51.160,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,375
PARQUE DA INDEPENDÊNCIA,"PRAÇA DO MONUMENTO, 300  (ENTRADA PELA RUA DOS SOROCABANOS, ALTURA DO Nº100)",PARQUES,5,78,Ipiranga,5,SUL,2022-06-05 16:45:51.727,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1595
SAE IPIRANGA,"Rua Gonçalves ledo,606 ",POSTO FIXO,1,78,Ipiranga,5,SUL,2022-08-22 16:45:14.490,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1550
UBS ALMIRANTE DELLAMARE,"R. ALM. MARIATH, 62 - VL HELIÓPOLIS - CEP: 04218-040 - Tel: 2061-9030/ 2062-8018",POSTO FIXO,1,78,Ipiranga,5,SUL,2022-08-22 18:54:46.090,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,376
UBS DR. JOAQUIM ROSSINI / UBS VILA CARIOCA - DR MOACIR PARRA,"R. ALVARO FRAGOSO, 480 - VL CARIOCA - CEP: 04223-000 - Tel: 2273-4602/ 2272-1083",POSTO FIXO,1,78,Ipiranga,5,SUL,2022-08-22 18:47:10.203,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,377
UBS HELIOPOLIS,"AV. ALMIRANTE DELAMARE, 3033 - CIDADE NOVA HELIOPOLIS - CEP: 04230-040 - Tel: 2063-0855",POSTO FIXO,1,78,Ipiranga,5,SUL,2022-08-22 18:50:44.660,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,378
UBS OSWALDO MARASCA JUNIOR - VL MONUMENTO,"AV. DOM PEDRO I, 594 - IPIRANGA - CEP: 01552-000 - Tel: 2272- 8619/ 2273-5403",POSTO FIXO,1,78,Ipiranga,5,SUL,2022-08-22 18:50:05.453,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,379
AMA/UBS INTEGRADA AMERICANOPOLIS,"R. CIDADE DE SANTOS, 46 - AMERICANÓPOLIS - CEP: 04336- 050 - Tel: 5562-1476/ 5563-9463",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:46:18.230,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,381
AMA/UBS INTEGRADA CUPECÊ - DR. WALDOMIRO PREGNOLATTO,"AV. SANTA CATARINA, 1523 - VL SANTA CATARINA - CEP: 04378-300 - Tel: 5564-3079/ 5671-5091",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:49:42.780,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,382
AMA/UBS INTEGRADA DR. GERALDO DA SILVA FERREIRA,"AV. ENG ARMANDO DE ARRUDA PEREIRA, 2944 - VL DO ENCONTRO - CEP: 04308-001 - Tel: 5588-2366/ 5021-7744",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:45:00.847,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,383
AMA/UBS INTEGRADA VILA CLARA,"R. ROLANDO CURTI, 701 - VL CLARA - CEP: 04414-000 - Tel: 5623-6883/ 5626-9979",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:43:02.587,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,384
UBS CIDADE VARGAS,"R. DOS COMERCIÁRIOS, 236 - CIDADE VARGAS - CEP: 04320- 030 - Tel: 5588-4890/ 5588-5356",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:45:04.270,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,385
UBS JARDIM LOURDES,"AV. ENG ARMANDO DE ARRUDA PEREIRA, 4004 - JABAQUARA - CEP: 04325-000 - Tel: 5555-9504/ 5575-6872",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:48:47.150,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,386
UBS VILA CAMPESTRE,"R. ARTUR NUNES DA SILVA, 206 - VILA CAMPESTRE - CEP: 04332-080 - Tel: 5011-4278/ 5565-6427",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:43:35.807,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,387
UBS VILA CANAÃ,"R. CONTOS GAUCHESCOS, 630 - VILA CANAÃ - CEP: 04369-000 - Tel: 5565-0485",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:45:32.223,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,388
UBS VILA SANTA CATARINA,"R. BELMIRO ZANETTI ESTEVES, 181 - VL SANTA CATARINA - CEP: 04377-060 - Tel: 5563-9814",POSTO FIXO,1,79,Jabaquara,5,SUL,2022-08-22 18:47:00.310,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,389
AMA/UBS INTEGRADA JARDIM CAPELA,"R. BARAO DE PAIVA MANSO, 200 - JD CAPELA - CEP: 04960-110 - Tel: 5517-0226/ 5899-9652",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:54:16.260,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,390
UBS ALTO DA RIVIERA,"AV. PROF. MÁRIO MAZAGAO, 194 - ALTO DA RIVIERA - CEP: 04929-080 - Tel: 5833-9952/ 5898-5757",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:50:29.597,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,392
UBS CHÁCARA SANTA MARIA,"R. CICLADES, 250 - CHÁCARA SANTA MARIA - CEP: 05876-040 - Tel: 5180-6060/ 5833-5262",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:54:06.023,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,393
UBS JARDIM ARACATI,"R. FANCISCO HOMEM DEL REI, 87 - JD ARACATI - CEP: 04949- 070 - Tel: 5896-1139/ 5896-1027",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:51:05.460,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,396
UBS JARDIM HERCULANO,"R. INACIO LIMAS, 11 - JD HERCULANO - CEP: 04920-050 - Tel: 5832-6643/ 5833-9946",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:54:22.400,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,400
UBS JARDIM NAKAMURA,"R. MANUEL VITOR DE JESUS, 811 - JD NAKAMURA - CEP: 04942- 100 - Tel: 5898-5555/ 5831-0892",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:51:22.870,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,401
UBS JARDIM PARANAPANEMA,"R. PIETRO DA MILANO, 100 - VL SANTO AMARO - CEP: 05875- 360 - Tel: 5833-4282",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:55:03.060,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,402
UBS JARDIM SANTA MARGARIDA,"R. CAPAO REDONDO, 175 - PQ SANTO AMARO - CEP: 04931- 100 - Tel: 5892-5799",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:50:20.893,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,403
UBS SANTA LÚCIA,"R. CARMELO CALI, 26 - VL SANTA LÚCIA - CEP: 04940-070 - Tel: 5898-5400/ 5831-6291",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:48:38.867,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,405
UBS VILA CALU,"ESTRADA DO MBOI MIRIM, 10416 - VL CALU - CEP: 04948-030 - Tel: 5895-8117/ 5832-5700",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:50:29.863,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,407
